Employee_ID,Employee_Name,Age,Country,Department,Position,Salary,Joining_Date
94,Ava Martinez,22,Japan,Support,Analyst,108792.93,04-09-2017
95,Mia Anderson,26,Japan,HR,Assistant,101908.57,11-01-2023
96,Emma Moore,26,USA,Sales,Developer,49408.28,05-10-2015
97,Ethan Martinez,57,UK,Engineering,Analyst,44364.75,18-08-2020
98,Lily Brown,54,India,Sales,Manager,48421.82,05-02-2016
99,Lucas Anderson,57,France,Marketing,Analyst,47304.13,08-03-2023
100,Lucas Jackson,25,UK,Engineering,Analyst,141759.49,20-07-2020
101,Lucas Brown,22,Australia,Marketing,Manager,57526.98,06-11-2021
102,Lucas Moore,39,India,Support,Analyst,64972.28,11-03-2020
103,Emma Martinez,45,Germany,Sales,Executive,85599.08,18-04-2015
104,Daniel Wilson,36,USA,Marketing,Manager,61767.3,19-12-2016
105,Ava Brown,43,Mexico,Finance,Executive,145569.66,18-10-2023
106,Mia Wilson,32,India,Support,Assistant,102448.79,24-10-2022
107,Ava Hernandez,39,Canada,Engineering,Manager,112885.59,03-09-2022
108,Daniel Jackson,30,Mexico,Marketing,Manager,31122.95,03-08-2018
109,Ava Martinez,22,Mexico,Engineering,Assistant,112055.38,19-07-2021
110,Lucas Taylor,54,Brazil,HR,Assistant,142625.81,18-07-2021
111,Mia Moore,56,UK,Sales,Developer,32014.95,23-05-2018
112,Logan Anderson,30,Australia,Support,Consultant,80907.4,01-06-2019
113,Lily Taylor,48,Canada,Support,Manager,56346.71,02-11-2021
114,Sophia Thomas,36,Australia,Finance,Analyst,123966.89,14-07-2015
115,Mia Taylor,42,USA,Marketing,Analyst,117015.39,22-06-2021
116,Mia Hernandez,50,Canada,Support,Manager,61901.73,04-05-2016
117,Daniel Martinez,38,Brazil,Finance,Developer,115480.49,24-01-2017
118,Ava Brown,45,Brazil,Engineering,Executive,135014.17,17-01-2023
119,Logan Martinez,26,Canada,HR,Executive,111407.71,29-08-2024
120,Mason Moore,54,France,Finance,Executive,55650.74,16-06-2019
121,Ethan Wilson,52,Brazil,Marketing,Consultant,33708.5,23-01-2017
122,Ava Davis,37,USA,Engineering,Consultant,63275.06,23-06-2023
123,Ethan Jackson,46,India,Marketing,Analyst,80757.67,18-01-2022
124,Daniel Moore,33,Canada,Marketing,Manager,41626.99,01-07-2016
125,Daniel Jackson,34,India,Sales,Developer,46488.78,19-01-2017
126,Lily Martinez,47,Germany,HR,Assistant,115793.05,14-11-2016
127,Daniel Martinez,40,Mexico,Sales,Consultant,86488.63,07-06-2018
128,Mason Jackson,40,Brazil,Finance,Executive,96768.19,18-05-2020
129,Emma Hernandez,36,UK,Engineering,Assistant,34361.75,16-09-2023
130,Ava Brown,42,Germany,Engineering,Executive,105591.29,24-03-2020
131,Ava Taylor,27,Australia,Marketing,Manager,37252.13,28-08-2024
132,Ava Moore,53,USA,Support,Executive,132815.32,09-11-2017
133,Mason Taylor,40,Mexico,Support,Executive,112797.81,21-10-2018
134,Ava Davis,30,France,Finance,Executive,107049.35,17-05-2022
135,Sophia Anderson,60,France,Finance,Consultant,144706.11,23-12-2020
136,Mason Anderson,50,Japan,Marketing,Analyst,120567.58,24-09-2016
137,Mia Wilson,22,Australia,Marketing,Consultant,61868.44,02-02-2025
138,Lily Jackson,33,Australia,HR,Manager,75140.98,04-08-2021
139,Emma Anderson,38,USA,Sales,Analyst,93805.47,07-09-2023
140,Logan Anderson,43,Canada,Support,Executive,108884.84,24-03-2022
141,Sophia Martinez,51,Japan,Sales,Manager,93959.47,14-09-2023
142,Lily Hernandez,24,Australia,Marketing,Executive,79145.36,19-12-2016
143,Mason Martinez,26,Canada,Support,Developer,83928.88,01-05-2015
144,Logan Moore,44,Australia,Engineering,Consultant,37672.63,05-02-2020
145,Ava Davis,38,USA,Marketing,Executive,66311.62,14-12-2016
146,Daniel Moore,41,Germany,Engineering,Executive,116537.69,22-06-2021
147,Lily Jackson,47,Germany,Engineering,Executive,56884.73,23-02-2019
148,Ava Taylor,53,India,Finance,Analyst,65993.87,13-04-2022
149,Daniel Anderson,59,India,Marketing,Executive,144411.02,30-08-2020
150,Daniel Moore,54,Japan,Support,Manager,145578.38,31-10-2022
151,Ava Hernandez,39,Mexico,Support,Assistant,52857.95,28-12-2019
152,Lucas Hernandez,58,Mexico,Finance,Analyst,121721.14,19-05-2017
153,Logan Martinez,38,Brazil,Engineering,Consultant,40222.63,03-10-2023
154,Emma Davis,42,France,Sales,Developer,94055.67,20-06-2019
155,Lucas Davis,42,France,Marketing,Developer,88716.02,04-11-2024
156,Lucas Wilson,50,Canada,Sales,Developer,49534.38,23-08-2015
157,Emma Moore,45,Brazil,Sales,Developer,38290.29,30-03-2019
158,Mason Jackson,29,Australia,Sales,Analyst,94691.66,23-08-2018
159,Mia Thomas,44,Mexico,Engineering,Manager,143992.37,13-08-2023
160,Ava Hernandez,40,Germany,Engineering,Consultant,93049.6,21-07-2017
161,Logan Taylor,42,France,Engineering,Executive,38361.91,23-04-2024
162,Ethan Hernandez,24,India,Sales,Developer,137008.41,08-10-2022
163,Lily Davis,42,India,Finance,Developer,109305.37,10-05-2021
164,Lucas Anderson,32,India,Marketing,Analyst,137139.04,13-06-2024
165,Lily Taylor,36,Australia,Support,Consultant,61490.73,20-12-2020
166,Mason Moore,24,Brazil,Sales,Manager,119902.75,23-03-2020
167,Ethan Hernandez,42,Japan,Support,Analyst,49986.51,27-10-2019
168,Ava Moore,52,Brazil,Support,Analyst,44810.63,10-11-2020
169,Ava Thomas,48,Mexico,Support,Manager,40213.91,31-07-2022
170,Mia Wilson,57,Canada,Engineering,Executive,111841.46,01-01-2023
171,Emma Thomas,28,Brazil,Engineering,Developer,103051.2,16-02-2022
172,Ethan Martinez,27,Australia,Engineering,Executive,91396.73,27-08-2020
173,Daniel Jackson,53,Germany,Finance,Executive,67461.2,23-01-2022
174,Ava Martinez,34,Brazil,Sales,Analyst,36151.65,24-11-2019
175,Mason Thomas,33,UK,Engineering,Executive,126581.39,03-10-2016
176,Sophia Martinez,38,Australia,HR,Executive,81089.8,22-08-2015
177,Daniel Davis,56,Brazil,Marketing,Analyst,83892.29,10-05-2017
178,Lucas Anderson,48,UK,Marketing,Analyst,59933.25,19-09-2019
179,Ava Thomas,23,USA,Support,Analyst,47875.79,01-08-2022
180,Daniel Moore,42,UK,Sales,Analyst,44046.81,27-02-2019
181,Lily Martinez,57,France,Support,Developer,49162.96,17-03-2017
182,Emma Martinez,56,Mexico,HR,Manager,77801.49,12-01-2019
183,Ethan Hernandez,28,USA,Engineering,Developer,134998.01,08-12-2022
184,Ava Hernandez,53,Mexico,Finance,Analyst,46342.49,09-06-2017
185,Sophia Brown,35,India,Engineering,Manager,56331.96,05-08-2024
186,Daniel Anderson,59,Japan,Support,Assistant,119973.25,30-08-2021
187,Logan Davis,24,UK,Sales,Executive,86445.4,11-03-2022
188,Logan Thomas,55,UK,Engineering,Analyst,108052.61,27-02-2016
189,Mason Martinez,56,India,HR,Consultant,113322.88,24-05-2023
190,Daniel Anderson,43,Australia,Support,Analyst,101283.98,11-06-2024
191,Daniel Taylor,47,India,Marketing,Analyst,130916.79,25-04-2024
192,Lily Taylor,37,Germany,Marketing,Analyst,70168.31,07-10-2015
193,Mia Davis,31,USA,Finance,Consultant,32984.22,12-03-2024
194,Daniel Jackson,23,USA,Support,Consultant,130505.49,24-12-2017
195,Emma Brown,44,Australia,Marketing,Assistant,43306.9,07-07-2016
196,Emma Jackson,40,USA,Finance,Executive,126719.27,23-03-2020
197,Sophia Brown,49,Mexico,HR,Assistant,96005,02-04-2024
198,Daniel Taylor,28,Canada,Support,Executive,41049.89,26-11-2019
199,Lucas Wilson,49,Mexico,Support,Manager,142055.71,30-06-2015
200,Daniel Thomas,29,Brazil,Marketing,Consultant,66063.44,28-08-2020
201,Logan Taylor,42,Japan,HR,Consultant,122427.9,21-04-2018
202,Emma Anderson,40,Canada,Sales,Analyst,78081.47,25-06-2015
203,Daniel Wilson,40,Mexico,Support,Assistant,115479.43,21-07-2021
204,Sophia Thomas,55,USA,Marketing,Consultant,79235.34,28-08-2024
205,Emma Anderson,50,Germany,Finance,Assistant,59505.88,13-01-2017
206,Emma Hernandez,29,India,Marketing,Consultant,50555.15,06-01-2024
207,Lucas Anderson,48,France,Sales,Developer,37989.31,11-07-2018
208,Ava Davis,26,India,Finance,Assistant,125308.78,06-03-2016
209,Daniel Jackson,32,Canada,Sales,Analyst,100641.47,31-07-2019
210,Logan Hernandez,40,Canada,Sales,Developer,145872.84,22-04-2023
211,Emma Brown,58,India,Finance,Manager,98698.31,23-10-2017
212,Ethan Brown,29,France,Finance,Analyst,122329.76,01-04-2024
213,Logan Wilson,27,Germany,Engineering,Executive,138991.24,24-10-2022
214,Daniel Wilson,44,USA,HR,Assistant,138833.49,15-01-2025
215,Logan Wilson,45,Japan,Support,Executive,61908.2,13-12-2023
216,Mia Wilson,52,Brazil,Sales,Analyst,130355.62,07-09-2019
217,Mason Taylor,38,Brazil,Marketing,Consultant,82663.43,16-08-2015
218,Lucas Brown,40,Australia,Finance,Executive,134361.73,22-10-2018
219,Ava Taylor,35,USA,Sales,Developer,116515.92,23-10-2023
220,Sophia Hernandez,30,UK,Sales,Analyst,70645.58,12-07-2023
221,Sophia Wilson,35,Brazil,Support,Manager,39586.26,26-01-2024
222,Daniel Anderson,22,India,HR,Manager,61951.02,23-04-2015
223,Emma Davis,48,Brazil,Finance,Analyst,85543.59,23-09-2023
224,Daniel Jackson,59,India,Marketing,Consultant,146735.84,26-02-2024
225,Mason Wilson,44,Germany,Sales,Analyst,138198.34,21-04-2024
226,Lucas Brown,55,France,Sales,Executive,117634.99,06-01-2018
227,Emma Brown,43,Japan,Marketing,Manager,106293.7,30-07-2021
228,Logan Davis,25,Australia,Engineering,Assistant,94552.57,13-03-2021
229,Sophia Anderson,37,France,HR,Manager,38139.21,06-08-2023
230,Sophia Thomas,40,Brazil,Sales,Consultant,117167.87,29-10-2016
231,Emma Jackson,30,UK,HR,Developer,46174.76,15-04-2021
232,Daniel Brown,43,Germany,Support,Assistant,103482.5,01-03-2022
233,Lily Taylor,53,Australia,Sales,Executive,113161.83,19-03-2024
234,Mia Martinez,48,India,Support,Executive,112134.68,29-06-2015
235,Lucas Jackson,41,Mexico,Support,Manager,122407.46,14-10-2018
236,Sophia Hernandez,57,Germany,Support,Developer,101409.22,08-01-2020
237,Logan Wilson,53,Japan,Sales,Developer,54668.47,04-07-2024
238,Ethan Martinez,24,USA,Finance,Developer,95901.7,26-10-2019
239,Emma Brown,28,India,HR,Consultant,66115.21,17-12-2020
240,Mia Hernandez,27,Canada,Sales,Manager,55836.17,28-09-2015
241,Lily Martinez,32,Canada,HR,Executive,95513.56,02-01-2024
242,Logan Taylor,28,USA,Sales,Consultant,60742.28,03-06-2024
243,Mia Taylor,39,Australia,Finance,Analyst,97359.68,28-01-2022
244,Ethan Thomas,40,Japan,Engineering,Executive,51868.03,23-02-2022
245,Sophia Davis,54,India,Engineering,Assistant,131933.44,26-02-2016
246,Ethan Wilson,22,Australia,Finance,Consultant,112880.2,07-02-2020
247,Ethan Martinez,60,Australia,Engineering,Analyst,116428.42,26-06-2017
248,Ethan Moore,24,Germany,Finance,Assistant,109870.12,01-04-2024
249,Mason Jackson,40,Mexico,Engineering,Developer,138511.8,01-07-2022
250,Emma Brown,59,UK,Engineering,Manager,84324.93,26-07-2019
251,Daniel Davis,47,France,HR,Analyst,140739.55,04-02-2020
252,Emma Davis,32,Japan,Sales,Executive,93574.47,12-01-2016
253,Lily Moore,33,Mexico,Marketing,Assistant,134495.82,14-09-2019
254,Emma Taylor,23,Australia,Support,Assistant,36898.17,17-01-2016
255,Lucas Moore,57,Japan,Engineering,Manager,91665.28,24-07-2023
256,Logan Jackson,56,Australia,Support,Analyst,125034.66,05-01-2025
257,Daniel Brown,40,France,Sales,Consultant,68907.7,27-03-2019
258,Ethan Wilson,31,India,Sales,Developer,42350.22,31-05-2020
259,Mia Taylor,24,Germany,HR,Analyst,40295.38,24-09-2022
260,Ava Hernandez,22,Mexico,Sales,Developer,121598.86,28-05-2021
261,Sophia Davis,54,France,Engineering,Assistant,108645.54,26-09-2017
262,Daniel Jackson,48,Japan,HR,Consultant,51287.04,05-02-2018
263,Ava Thomas,37,India,Engineering,Developer,87264.25,11-11-2017
264,Logan Anderson,43,Germany,Support,Manager,105034.27,28-11-2015
265,Emma Moore,48,India,Support,Analyst,124526.03,11-03-2017
266,Daniel Martinez,54,UK,HR,Consultant,37526.34,20-08-2020
267,Mia Wilson,54,Germany,Support,Executive,128942.49,16-07-2015
268,Ethan Moore,33,Mexico,Finance,Consultant,118824.34,11-07-2021
269,Daniel Martinez,27,France,HR,Developer,146941.33,15-10-2024
270,Emma Brown,35,Japan,Marketing,Assistant,55244.18,12-06-2024
271,Mason Anderson,49,France,Engineering,Consultant,50998.05,10-10-2020
272,Lily Moore,25,India,Support,Manager,52388.7,20-06-2021
273,Lily Moore,36,UK,Support,Developer,109865.12,13-12-2021
274,Emma Moore,33,Germany,Support,Consultant,43475.28,01-05-2016
275,Daniel Martinez,56,Germany,HR,Consultant,42919.91,04-04-2017
276,Ava Brown,25,Canada,Sales,Assistant,82008.93,27-11-2016
277,Mason Thomas,29,Brazil,Engineering,Assistant,149097.92,14-08-2021
278,Lucas Davis,38,Mexico,Finance,Assistant,113743.55,03-10-2015
279,Daniel Martinez,48,Germany,HR,Manager,148846.31,07-04-2024
280,Ava Anderson,54,USA,Support,Manager,49817.85,29-09-2022
281,Mason Brown,49,Brazil,HR,Assistant,67266.78,02-09-2017
282,Logan Wilson,30,Mexico,HR,Manager,135952.34,29-03-2022
283,Mia Martinez,59,Australia,Sales,Consultant,122009.55,19-01-2022
284,Ava Thomas,23,Brazil,Sales,Manager,30521.48,15-01-2024
285,Emma Taylor,48,Germany,HR,Manager,57234.43,08-04-2022
286,Lily Jackson,24,UK,Engineering,Executive,145582.35,23-12-2021
287,Emma Moore,40,Australia,Sales,Analyst,75550.21,04-06-2015
288,Lucas Moore,30,Japan,HR,Consultant,114036.82,25-04-2018
289,Logan Thomas,49,France,HR,Assistant,61944.44,19-10-2016
290,Lucas Davis,26,Germany,Engineering,Executive,44183.95,15-03-2024
291,Logan Jackson,23,India,Finance,Manager,97593.37,20-07-2016
292,Ethan Taylor,31,Australia,HR,Manager,62729.61,09-01-2021
293,Daniel Davis,50,Mexico,Support,Executive,136562.4,27-12-2024
294,Lily Jackson,38,Brazil,Support,Consultant,109138.54,18-04-2020
295,Mason Anderson,34,USA,Sales,Developer,64096.77,09-04-2019
296,Emma Thomas,36,Japan,Finance,Consultant,140484.39,18-05-2018
297,Mason Brown,56,UK,Finance,Analyst,57247.2,15-01-2021
298,Ava Jackson,54,Australia,HR,Developer,34281.69,12-06-2020
299,Mia Davis,25,USA,Marketing,Analyst,132266.19,27-10-2023
300,Logan Wilson,33,India,Sales,Assistant,122675.62,12-10-2019
301,Emma Jackson,39,France,HR,Manager,147930.1,04-04-2023
302,Daniel Anderson,38,Mexico,Sales,Developer,137246.22,03-05-2016
303,Emma Martinez,35,Germany,HR,Consultant,68638.8,12-01-2023
304,Sophia Jackson,44,Australia,HR,Manager,71424.03,29-12-2016
305,Lily Hernandez,49,Canada,Finance,Analyst,101191.54,22-09-2015
306,Mason Martinez,47,USA,Support,Analyst,34517.84,30-12-2018
307,Logan Taylor,30,Germany,Support,Executive,109358.73,19-08-2019
308,Daniel Thomas,58,USA,Finance,Consultant,80153,25-01-2019
309,Lily Wilson,34,France,Marketing,Executive,138136.06,24-09-2019
310,Lucas Davis,57,Japan,HR,Analyst,51101.81,13-02-2019
311,Ava Taylor,37,Australia,Finance,Analyst,93876.05,24-04-2024
312,Ethan Martinez,27,Brazil,HR,Consultant,70120.51,21-07-2022
313,Daniel Thomas,49,France,Support,Assistant,122435.93,10-02-2017
314,Mia Thomas,25,UK,Finance,Consultant,144849.65,27-04-2022
315,Daniel Wilson,27,Japan,HR,Consultant,53684.04,24-06-2016
316,Lucas Jackson,30,India,HR,Assistant,89110.9,19-02-2022
317,Daniel Thomas,23,Australia,Finance,Executive,110733.61,11-10-2017
318,Lily Wilson,25,USA,Sales,Developer,97398.97,21-05-2023
319,Ava Thomas,51,UK,Marketing,Manager,33427.34,11-11-2016
320,Lily Anderson,47,USA,Marketing,Manager,96726.2,10-01-2021
321,Mia Wilson,29,UK,Sales,Manager,49339.58,22-02-2018
322,Lily Moore,37,USA,Sales,Manager,116136.07,08-08-2023
323,Lily Taylor,60,Canada,Finance,Manager,116261.5,19-05-2018
324,Mason Thomas,50,Germany,Marketing,Manager,142514.9,20-07-2018
325,Ava Jackson,45,Mexico,Support,Executive,83708.42,26-09-2016
326,Sophia Martinez,45,Australia,Engineering,Executive,131180.81,04-03-2021
327,Daniel Wilson,29,Australia,HR,Executive,120846.46,30-09-2017
328,Daniel Martinez,35,India,Engineering,Consultant,107732.63,28-04-2021
329,Mason Davis,57,France,Support,Developer,63585.61,10-07-2019
330,Emma Brown,40,UK,Marketing,Manager,67027,12-06-2017
331,Lucas Martinez,56,India,Support,Manager,31062.82,31-01-2019
332,Mia Brown,37,Brazil,Engineering,Executive,42389.69,14-06-2019
333,Mia Thomas,23,Germany,Engineering,Developer,36091.23,24-03-2021
334,Ethan Moore,26,USA,Marketing,Analyst,109705.4,13-02-2020
335,Daniel Moore,38,India,Sales,Executive,92260.81,25-09-2022
336,Ava Anderson,26,Japan,HR,Analyst,77103.91,07-10-2015
337,Lucas Davis,28,France,Engineering,Consultant,55505.18,23-10-2016
338,Lily Jackson,58,USA,Finance,Analyst,80573.2,09-07-2018
339,Ethan Thomas,38,UK,Marketing,Executive,127119.31,01-03-2020
340,Mia Thomas,31,Brazil,Sales,Manager,97118.16,21-03-2021
341,Mia Wilson,51,Australia,Sales,Assistant,85551.05,05-10-2020
342,Logan Thomas,45,UK,Marketing,Developer,107068.69,18-12-2019
343,Lucas Hernandez,38,Australia,Sales,Assistant,141296.95,26-07-2018
344,Lucas Wilson,26,USA,Engineering,Manager,116213.89,02-03-2018
345,Ava Davis,38,Brazil,Support,Assistant,100054.2,10-05-2017
346,Emma Jackson,43,Brazil,Support,Analyst,108137.18,21-08-2023
347,Mia Anderson,36,Mexico,Sales,Manager,93332.01,20-09-2023
348,Logan Moore,27,Germany,Engineering,Assistant,132457.63,14-05-2016
349,Ethan Wilson,45,Japan,HR,Manager,66720.75,24-08-2022
350,Logan Thomas,55,Mexico,Marketing,Assistant,127255.27,30-07-2024
351,Ava Anderson,24,USA,Engineering,Executive,133781.51,18-04-2015
352,Daniel Taylor,52,Canada,Engineering,Executive,65652.39,13-11-2023
353,Sophia Jackson,27,Brazil,Engineering,Assistant,118198.11,13-09-2021
354,Daniel Anderson,53,Australia,Marketing,Developer,71384.6,17-02-2017
355,Mia Jackson,57,UK,Engineering,Manager,52654.41,30-07-2017
356,Sophia Jackson,56,Germany,Marketing,Consultant,43541.65,20-08-2022
357,Ava Taylor,46,USA,Support,Manager,49472.32,02-02-2021
358,Sophia Wilson,22,UK,Marketing,Analyst,123267.61,23-05-2022
359,Sophia Thomas,55,France,HR,Consultant,104500.88,03-01-2017
360,Daniel Brown,59,USA,HR,Developer,71750.8,10-04-2023
361,Ava Anderson,43,India,Sales,Consultant,81096.67,06-03-2018
362,Lily Hernandez,26,Mexico,Engineering,Developer,48461.79,12-02-2021
363,Ethan Anderson,29,Brazil,Marketing,Developer,86649.62,01-04-2015
364,Ava Moore,50,Japan,Sales,Assistant,43298.81,28-01-2021
365,Emma Wilson,28,France,Engineering,Executive,120077.18,23-06-2019
366,Daniel Taylor,55,Brazil,Support,Manager,88614.16,10-11-2023
367,Daniel Thomas,32,Germany,Sales,Assistant,103670.89,03-02-2018
368,Mia Brown,40,Australia,Sales,Developer,66203.97,03-04-2017
369,Ethan Moore,23,Japan,Marketing,Executive,97979,21-11-2021
370,Daniel Wilson,51,UK,Marketing,Analyst,93474.99,06-07-2018
371,Ava Anderson,51,USA,HR,Developer,136860.87,06-02-2017
372,Lily Davis,60,Germany,Marketing,Executive,139587.91,05-06-2019
373,Sophia Anderson,22,USA,HR,Consultant,99782.45,21-10-2020
374,Lucas Thomas,42,Germany,Sales,Manager,52135.36,13-04-2020
375,Daniel Wilson,29,Brazil,Sales,Assistant,128202.16,06-06-2021
376,Sophia Davis,36,Brazil,Marketing,Consultant,80468.07,25-07-2023
377,Mia Brown,24,India,Finance,Developer,67950.17,27-11-2024
378,Lily Martinez,49,India,Support,Analyst,142221.41,18-12-2016
379,Ethan Davis,46,Canada,Finance,Executive,125104.73,25-01-2016
380,Lucas Taylor,27,Germany,HR,Assistant,134032,17-01-2021
381,Ava Moore,27,Japan,Sales,Analyst,126206.78,05-10-2019
382,Mia Thomas,29,Brazil,Engineering,Consultant,118761.2,18-04-2024
383,Lily Moore,57,India,Finance,Manager,146462.38,14-12-2021
384,Daniel Martinez,32,India,Engineering,Consultant,49000.06,22-05-2017
